House #,Total_Bathrooms,AC,Num_Units,Total_Rooms,Bedrooms,Remodel_10_Years,Sale_Date,Price,Sale_Num,Square_Footage,Condition,Exterior_Wall,Roof,Interior_Wall,Kitchens,Fireplaces,Land_Area,Census_track,grade_5_english_75_N,grade_5_english_25_N,grade_5_math_75_N,grade_5_math_25_N,grade_8_english_75_N,grade_8_english_25_N,grade_8_math_75_N,grade_8_math_25_N,grade_9_12_english_75_N,grade_9_12_english_25_N,grade_9_12_math_75_N,grade_9_12_math_25_N,Starbucks_count_N,McDonalds_count_N,Population_size,Percent_White,Percent_Black,Percent_AmInd,Percent_Asian,Percent_HI_PI,Percent_Other_mixed,Percent_Hispanic,Percent_18plus,Total_Housing_Units,Percent_Occupied,Percent_Vacant,FAGI_Total,FAGI_Median
1815,1.5,N,1,5,2,0,6/20/16 0:00,176000,4,992,Good,Brick Veneer,Built Up,Hardwood,1,0,2375,10400,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,4365,0.029553265,0.942726231,0.002061856,0.002749141,0.000229095,0.035738832,0.019473081,0.77021764,1828,0.835886214,0.164113786,50092794,25363
1816,3.5,Y,2,9,5,1,6/21/16 0:00,2100000,3,2522,Very Good,Common Brick,Built Up,Hardwood,2,4,1680,4200.01,0,0,0,0,0,0,0,0,0,0,0,0,12.6644655,0,3342,0.814183124,0.071813285,0.00149611,0.064332735,0,0.049371634,0.079593058,0.964093357,2259,0.935369633,0.064630367,215579124,70930.5
1817,2,Y,2,9,4,0,6/21/16 0:00,750000,6,1558,Average,Common Brick,Metal- Sms,Wood Floor,2,0,1485,4400,0,0,0,0,0,0,0,0,0,0,0,0,4.964596716,0,4572,0.65376203,0.222222222,0.005249344,0.056867892,0,0.063867017,0.091207349,0.932414698,2651,0.940399849,0.059600151,402398133,82842.5
1818,1,Y,1,5,2,1,6/21/16 0:00,562500,4,840,Good,Common Brick,Built Up,Hardwood,1,0,809,10600,0,0,0,0,0,0,0,0,0,0,0,0,2.094486342,4.188972684,3933,0.412916349,0.5064836,0.003813883,0.032036613,0,0.053902873,0.045003814,0.863717264,1927,0.866632071,0.133367929,313701867,58798.5
1819,3.5,Y,1,7,4,1,6/21/16 0:00,1628000,3,2012,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,1800,8000.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3031,0.548333883,0.382052128,0.001979545,0.024414385,0.000989772,0.044209832,0.037611349,0.862421643,1644,0.898418491,0.101581509,173685028,80922
1820,1,Y,1,6,3,1,6/21/16 0:00,670000,4,1132,Good,Common Brick,Metal- Sms,Wood Floor,1,1,1122,6800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,0.449616123,0.490403071,0.002879079,0.018234165,0,0.048464491,0.045105566,0.841650672,1004,0.917330677,0.082669323,117623354,70190
1821,4.5,Y,1,12,5,0,6/21/16 0:00,1770000,3,2651,Good,Common Brick,Slate,Hardwood,1,2,6000,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
1822,3,Y,1,7,5,1,6/21/16 0:00,665000,4,1540,Good,Common Brick,Comp Shingle,Hardwood,2,1,3070,1800.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480,0.122544643,0.665848214,0.004464286,0.011383929,0,0.190848214,0.2703125,0.772544643,1924,0.941787942,0.058212058,109529081,28093.5
1823,1,N,1,6,3,0,6/21/16 0:00,550000,3,1020,Average,Common Brick,Metal- Sms,Hardwood,1,0,2076,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0.226745369,0.593730918,0.004477916,0.018725829,0.000203542,0.155098718,0.24180745,0.805414207,1840,0.907065217,0.092934783,139048784,35833.5
1824,3.5,Y,1,10,4,1,6/21/16 0:00,610000,7,1476,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,1518,2100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0.127142588,0.621774345,0.006404219,0.01864758,0.001695235,0.21925033,0.310981352,0.782633264,2183,0.908382959,0.091617041,126189873,30443
1825,3.5,Y,1,10,4,1,6/21/16 0:00,660000,4,1556,Good,Common Brick,Metal- Sms,Hardwood,1,0,1403,2100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0.127142588,0.621774345,0.006404219,0.01864758,0.001695235,0.21925033,0.310981352,0.782633264,2183,0.908382959,0.091617041,126189873,30443
1826,2.5,Y,2,8,4,1,6/21/16 0:00,799555,3,1620,Good,Common Brick,Built Up,Hardwood,2,0,2850,2400,0,0,0,0,0,0.333333333,0,0,0.25,0.25,0,0.75,0,0,3618,0.219181868,0.633775567,0.004145937,0.016583748,0.000276396,0.12962963,0.189331122,0.815644002,1384,0.921242775,0.078757225,129540107,44564.5
1827,2,N,1,6,3,1,6/21/16 0:00,530000,6,1320,Good,Common Brick,Metal- Sms,Hardwood,1,0,1790,2200.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087,0.092322643,0.70521542,0.008422417,0.009070295,0.000323939,0.196307094,0.209912536,0.790411403,1434,0.887029289,0.112970711,76191464,34486
1828,4.5,Y,1,8,5,0,6/21/16 0:00,750000,3,2880,Very Good,Face Brick,Comp Shingle,Hardwood/Carp,1,0,5546,11100,0,0,0,0,0,1,0,1,0,0.166666667,0,0.166666667,0,0.427335794,4859,0.06626878,0.862728957,0.004939288,0.003087055,0.000205804,0.07470673,0.069355835,0.811895452,1868,0.924518201,0.075481799,122414153,42315
1829,1,N,1,4,2,0,6/21/16 0:00,340000,4,728,Average,Common Brick,Metal- Sms,Wood Floor,1,0,792,7900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573
1830,2,N,1,8,4,0,6/21/16 0:00,630000,2,1430,Average,Brick/Siding,Built Up,Hardwood,1,0,1633,7900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573
1831,1,Y,1,4,2,0,6/21/16 0:00,200000,4,850,Good,Common Brick,Metal- Sms,Hardwood,1,0,2904,7800.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0.019849418,0.947296372,0.003080082,0.001368925,0,0.034565366,0.029431896,0.728610541,1339,0.847647498,0.152352502,48307774,28461
1832,2.5,Y,2,8,3,1,6/22/16 0:00,1110000,4,1728,Good,Common Brick,Built Up,Hardwood,2,1,960,4200.01,0,0,0,0,0,0,0,0,0,0,0,0,12.6644655,0,3342,0.814183124,0.071813285,0.00149611,0.064332735,0,0.049371634,0.079593058,0.964093357,2259,0.935369633,0.064630367,215579124,70930.5
1833,3.5,Y,2,12,6,1,6/22/16 0:00,2000000,3,2796,Good,Common Brick,Metal- Sms,Hardwood,2,2,1820,5500,0,1,1,1,1,1,0,0,0.5,0.5,0.5,0.5,16.25133535,0,6671,0.769749663,0.09413881,0.002698246,0.088442512,0.000149903,0.046919502,0.073901964,0.970769,4983,0.839855509,0.160144491,536412412,81726
1834,1.5,Y,1,5,3,0,6/22/16 0:00,640000,3,1484,Average,Common Brick,Built Up,Hardwood,1,0,975,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028,0.269484808,0.648612946,0.000990753,0.032034346,0,0.058784676,0.072985469,0.837846764,1465,0.86552901,0.13447099,109132266,46092.5
1835,1.5,Y,1,6,3,0,6/22/16 0:00,670000,5,864,Good,Common Brick,Neopren,Wood Floor,1,2,570,8400.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0.537924616,0.393671475,0.003257329,0.023731968,0.001861331,0.045602606,0.046067939,0.893438809,1270,0.924409449,0.075590551,95344734,63150
1836,3,Y,1,7,2,0,6/22/16 0:00,765000,5,1360,Good,Common Brick,Built Up,Hardwood,1,0,1555,8000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,0.474497126,0.447916667,0.003591954,0.023347701,0.000359195,0.058189655,0.049568966,0.860991379,1391,0.924514738,0.075485262,144770934,75309.5
1837,3.5,Y,2,10,3,0,6/22/16 0:00,965000,4,1840,Good,Common Brick,Metal- Sms,Hardwood,2,0,2700,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,0.815099338,0.119735099,0.002913907,0.030198675,0.000529801,0.034701987,0.038940397,0.869668874,2008,0.929282869,0.070717131,302416019,101467.5
1838,3.5,Y,1,10,4,1,6/22/16 0:00,2800000,4,2688,Good,Common Brick,Metal- Sms,Hardwood,1,2,3137,200.02,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,2.098089151,0,5425,0.867281106,0.029308756,0.000921659,0.069124424,0.000552995,0.032995392,0.063225806,0.932903226,2143,0.902006533,0.097993467,429158437,115586
1839,3,Y,1,7,3,0,6/22/16 0:00,949000,3,1550,Good,Common Brick,Slate,Hardwood,1,2,5000,900.01,0,0,0,0,0,0,0,0,0,0,0,0,0.855198661,0,7175,0.855052265,0.036236934,0.002229965,0.062857143,0.000418118,0.045156794,0.060766551,0.854355401,1661,0.937989163,0.062010837,946256227,197155
1840,4,Y,1,6,3,1,6/22/16 0:00,1725000,3,1296,Very Good,Wood Siding,Built Up,Hardwood,1,1,12608,900.02,0,0,0,0,0,0,0,0,0,0,0,0,1.187820478,0,2092,0.88957935,0.032026769,0.001912046,0.036806883,0.000478011,0.044455067,0.051147228,0.738049713,862,0.966357309,0.033642691,318502754,148690
1841,4,Y,1,8,4,1,6/22/16 0:00,1195000,2,2232,Good,Common Brick,Clay Tile,Hardwood,1,0,2969,700.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4620,0.832900433,0.050865801,0.003896104,0.062337662,0.000865801,0.05021645,0.088095238,0.920995671,3275,0.908091603,0.091908397,322343565,73385
1842,2.5,Y,1,7,2,0,6/22/16 0:00,986000,2,1701,Good,Common Brick,Metal- Sms,Hardwood,1,1,1982,500.02,0,0,0,0,0,0,0,0,0,0,0,0,4.45439854,0,3189,0.852931954,0.029789903,0.004703669,0.060206961,0,0.054248981,0.084979617,0.873628097,1774,0.926155581,0.073844419,316766139.2,89334
1843,4.5,Y,3,12,7,1,6/22/16 0:00,1150000,4,2892,Good,Stucco,Clay Tile,Hardwood,2,3,1543,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27920815,4614,0.625054183,0.178803641,0.004768097,0.05656697,0.000216732,0.135457304,0.202644127,0.905288253,2861,0.91751136,0.08248864,235619338,60561
1844,2.5,Y,1,9,3,0,6/22/16 0:00,749000,2,1873,Good,Common Brick,Built Up,Hardwood,1,1,12577,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,0.422899354,0.473684211,0.002770083,0.030932595,0,0.079870729,0.068790397,0.838411819,1001,0.946053946,0.053946054,170973446,81819
1845,2,Y,1,6,3,1,6/22/16 0:00,750000,3,1601,Average,Common Brick,Comp Shingle,Hardwood,1,1,7382,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,0.422899354,0.473684211,0.002770083,0.030932595,0,0.079870729,0.068790397,0.838411819,1001,0.946053946,0.053946054,170973446,81819
1846,3.5,Y,1,7,3,0,6/22/16 0:00,730000,3,1536,Good,Common Brick,Metal- Sms,Hardwood,1,1,1500,2800.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3773,0.328915982,0.36019083,0.006095945,0.041081368,0.000265041,0.259210178,0.366286774,0.833554201,1820,0.904395604,0.095604396,97260309,33796
1847,3.5,Y,1,8,5,1,6/22/16 0:00,835000,5,1972,Good,Common Brick,Metal- Sms,Carpet,2,0,3105,2500.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5973,0.249958145,0.417880462,0.006529382,0.015235225,0.0008371,0.299347062,0.423907584,0.807969195,2415,0.89068323,0.10931677,184029268,37513
1848,3.5,Y,2,11,5,1,6/22/16 0:00,1250000,2,2988,Good,Common Brick,Metal- Sms,Hardwood,2,5,1809,3000,0,0,0,0,0,0,0,0,0,0,0,0,12.22183411,0,3398,0.404944085,0.428193055,0.001471454,0.036786345,0.001471454,0.132725132,0.156562684,0.839905827,1599,0.931207004,0.068792996,113004657,45303
1849,1,N,1,6,3,0,6/22/16 0:00,520000,2,1408,Average,Common Brick,Metal- Sms,Hardwood,1,0,1433,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885,0.328942808,0.376429809,0.006239168,0.035008666,0,0.241247834,0.359445407,0.845407279,1131,0.892130858,0.107869142,109392822,39963
1850,1,N,1,7,3,0,6/22/16 0:00,390000,2,1240,Average,Common Brick,Metal- Sms,Hardwood,1,0,1700,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0.226745369,0.593730918,0.004477916,0.018725829,0.000203542,0.155098718,0.24180745,0.805414207,1840,0.907065217,0.092934783,139048784,35833.5
1851,3,N,1,6,4,1,6/22/16 0:00,678000,2,1549,Good,Common Brick,Slate,Hardwood,1,0,4370,1700.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,0.385779123,0.507564297,0.002269289,0.029878971,0.000378215,0.08698941,0.080181543,0.8596823,1312,0.9375,0.0625,118391616,59590
1852,3,Y,1,6,4,1,6/22/16 0:00,639500,8,1506,Good,Stucco,Comp Shingle,Hardwood,1,0,6400,1700.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,0.385779123,0.507564297,0.002269289,0.029878971,0.000378215,0.08698941,0.080181543,0.8596823,1312,0.9375,0.0625,118391616,59590
1853,2,N,1,7,4,0,6/22/16 0:00,680000,2,1450,Average,Common Brick,Built Up,Hardwood/Carp,1,0,997,3300.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645
1854,4,N,4,16,8,0,6/22/16 0:00,650000,3,3168,Good,Common Brick,Built Up,Hardwood,4,0,5820,2100.02,1,2,1,2,1,2,2,2,0.25,0.25,0.25,0.25,0,0,4648,0.085628227,0.770869191,0.003227194,0.00580895,0,0.145223752,0.155765921,0.785714286,2173,0.874367234,0.125632766,130031411,38248
1855,2,Y,1,6,3,0,6/22/16 0:00,431000,3,1223,Good,Common Brick,Built Up,Hardwood,1,0,3953,9500.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,0.056122449,0.881632653,0.00170068,0.01122449,0,0.056122449,0.057482993,0.816326531,1320,0.953030303,0.046969697,94453371,50505
1856,3.5,Y,1,8,4,1,6/22/16 0:00,799900,3,1380,Very Good,Common Brick,Built Up,Wood Floor,1,0,1508,8800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0.074775431,0.875697985,0.007040544,0.008497208,0.000971109,0.041757708,0.041757708,0.801408109,1999,0.873436718,0.126563282,99751561,38882.5
1857,2,Y,2,8,2,1,6/22/16 0:00,320000,10,1258,Good,Common Brick,Built Up,Hardwood/Carp,2,0,1269,8800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0.074775431,0.875697985,0.007040544,0.008497208,0.000971109,0.041757708,0.041757708,0.801408109,1999,0.873436718,0.126563282,99751561,38882.5
1858,1.5,Y,1,6,2,0,6/22/16 0:00,449900,3,1088,Average,Vinyl Siding,Comp Shingle,Hardwood,1,0,3553,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
1859,1.5,Y,1,6,3,0,6/22/16 0:00,538000,2,1768,Average,Aluminum,Comp Shingle,Hardwood,1,1,3975,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
1860,3.5,Y,1,7,4,0,6/22/16 0:00,385000,2,1400,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,4000,9900.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,0.028087383,0.916183683,0.003566652,0.00312082,0,0.056174766,0.072224699,0.689255461,1137,0.768689534,0.231310466,38243219,29601.5
1861,2,N,2,4,2,0,6/22/16 0:00,90000,3,1184,Average,Common Brick,Built Up,Hardwood,2,0,2171,7700.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,0.004424779,0.971842317,0.000804505,0.000402253,0.000804505,0.03378922,0.014078842,0.738938053,1262,0.858954041,0.141045959,34745840,25783
1862,2,Y,1,8,4,1,6/22/16 0:00,430000,4,1218,Good,Shingle,Slate,Wood Floor,1,0,1841,7600.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355,0.032146958,0.943513203,0.001607348,0.004822044,0,0.026865672,0.014006889,0.783237658,2196,0.844717668,0.155282332,82541867,30846
1863,1,N,1,6,3,0,6/22/16 0:00,90000,2,1280,Average,Wood Siding,Built Up,Hardwood,1,0,3144,7400.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,0.01236954,0.965983765,0.001159644,0.004252029,0,0.022033243,0.013915733,0.715114032,1203,0.906068163,0.093931837,56092745,32550
1864,3.5,Y,1,7,4,0,6/22/16 0:00,500000,4,2104,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,4806,7300.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679
1865,3,Y,1,9,4,1,6/22/16 0:00,200000,4,1520,Good,Common Brick,Comp Shingle,Hardwood,1,0,3000,10400,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,4365,0.029553265,0.942726231,0.002061856,0.002749141,0.000229095,0.035738832,0.019473081,0.77021764,1828,0.835886214,0.164113786,50092794,25363
1866,1,Y,1,8,5,0,6/23/16 0:00,1200000,3,2262,Average,Common Brick,Built Up,Wood Floor,1,0,1400,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,10.94562781,3255,0.568049155,0.276804916,0.005529954,0.048233487,0.000614439,0.102918587,0.151152074,0.910291859,2084,0.932341651,0.067658349,200919104,65979
1867,2.5,Y,1,8,3,0,6/23/16 0:00,880000,2,1440,Good,Common Brick,Metal- Sms,Hardwood/Carp,1,0,1650,4800.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,0.395240317,0.448436771,0.00419972,0.057396174,0.002333178,0.105459636,0.089127392,0.902473168,1208,0.892384106,0.107615894,122287899,63711
1868,2.5,Y,1,6,2,0,6/23/16 0:00,1150000,4,1452,Very Good,Stucco,Metal- Sms,Hardwood,1,1,1138,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,0.899947617,0.030382399,0.005762179,0.036668413,0.000523834,0.02933473,0.040859089,0.880041907,1143,0.888888889,0.111111111,138452048,90957
1869,3,Y,1,7,3,1,6/23/16 0:00,1760000,4,1368,Very Good,Common Brick,Metal- Sms,Hardwood,1,2,1931,200.02,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,2.098089151,0,5425,0.867281106,0.029308756,0.000921659,0.069124424,0.000552995,0.032995392,0.063225806,0.932903226,2143,0.902006533,0.097993467,429158437,115586
1870,2.5,N,1,7,4,0,6/23/16 0:00,2140000,3,2740,Good,Common Brick,Metal- Sms,Hardwood,1,3,3600,100,0,0,0,0,0,0,0,0,0,0,0,0,3.277311696,0,4890,0.908793456,0.021472393,0.001840491,0.041104294,0.000408998,0.025562372,0.060531697,0.880368098,2999,0.895631877,0.104368123,698565228,110944.5
1871,4.5,Y,2,6,5,1,6/23/16 0:00,1249000,4,2073,Good,Common Brick,Built Up,Hardwood,2,0,1658,800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869,0.833042872,0.037295225,0.001394214,0.080864413,0.000697107,0.047403276,0.080515859,0.84977344,1423,0.93886156,0.06113844,379610865,94907
1872,4,Y,1,9,6,1,6/23/16 0:00,762000,2,1696,Good,Hardboard,Comp Shingle,Hardwood,1,0,2680,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
1873,3.5,Y,1,10,5,0,6/23/16 0:00,1140000,3,2020,Average,Common Brick,Slate,Hardwood,2,2,7916,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
1874,4.5,Y,2,6,4,0,6/23/16 0:00,1271000,4,2075,Good,Common Brick,Slate,Hardwood,2,1,3531,1200,0,0,0,0,0,0,0,0,0,0,0,0,2.126263117,0,5008,0.813298722,0.054313099,0.003594249,0.077476038,0.000599042,0.051317891,0.079672524,0.866214058,2633,0.955563995,0.044436005,340349324,89304
1875,5,Y,1,8,6,1,6/23/16 0:00,1230000,2,3112,Good,Wood Siding,Comp Shingle,Hardwood,1,1,4950,1200,0,0,0,0,0,0,0,0,0,0,0,0,2.126263117,0,5008,0.813298722,0.054313099,0.003594249,0.077476038,0.000599042,0.051317891,0.079672524,0.866214058,2633,0.955563995,0.044436005,340349324,89304
1876,2.5,Y,1,6,3,1,6/23/16 0:00,1106500,3,1784,Good,Common Brick,Metal- Sms,Hardwood,1,1,3253,1200,0,0,0,0,0,0,0,0,0,0,0,0,2.126263117,0,5008,0.813298722,0.054313099,0.003594249,0.077476038,0.000599042,0.051317891,0.079672524,0.866214058,2633,0.955563995,0.044436005,340349324,89304
1877,7,Y,1,20,6,0,6/23/16 0:00,3800000,3,4908,Excellent,Stucco,Clay Tile,Hardwood,1,2,6360,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4539,0.85437321,0.04957039,0.002203128,0.045604759,0.000440626,0.048689139,0.073143864,0.839832562,2234,0.943598926,0.056401074,1101811669,103485
1878,4,Y,1,8,4,0,6/23/16 0:00,1150000,3,2530,Good,Common Brick,Comp Shingle,Hardwood,1,1,6375,1400.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,0.778519013,0.118745831,0.001667779,0.053368913,0,0.051367578,0.077384923,0.815877252,1612,0.913151365,0.086848635,226932847,122810
1879,3,Y,1,6,3,1,6/23/16 0:00,658500,6,1937,Good,Brick/Siding,Comp Shingle,Hardwood,1,1,6971,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0.251958554,0.674753601,0.002021734,0.013899419,0.000252717,0.070255244,0.050543341,0.818549406,1685,0.961424332,0.038575668,285179163,99800.5
1880,3.5,Y,2,6,4,1,6/23/16 0:00,712000,6,1344,Good,Common Brick,Metal- Sms,Hardwood,2,0,1040,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0.226745369,0.593730918,0.004477916,0.018725829,0.000203542,0.155098718,0.24180745,0.805414207,1840,0.907065217,0.092934783,139048784,35833.5
1881,3.5,Y,1,10,5,1,6/23/16 0:00,805225,7,2058,Good,Common Brick,Comp Shingle,Hardwood/Carp,1,1,5700,1900.01,0,0,0,0,0,1,1,1,0,0,0,0,3.367690625,0,4016,0.105577689,0.752739044,0.007719124,0.008964143,0.000747012,0.136205179,0.15562749,0.794322709,1603,0.937616968,0.062383032,119188692,42401
1882,1.5,N,1,6,3,0,6/23/16 0:00,545000,3,1280,Average,Common Brick,Built Up,Hardwood/Carp,1,0,1778,8700.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,0.138211382,0.800500313,0.003752345,0.010006254,0.000625391,0.058161351,0.06441526,0.828642902,902,0.790465632,0.209534368,159109427,53754
1883,1.5,Y,1,8,4,1,6/23/16 0:00,460000,3,1284,Good,Common Brick,Metal- Sms,Hardwood,1,0,1422,9300.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0.185870479,0.702270816,0.009251472,0.016820858,0,0.100925147,0.105130362,0.805719092,545,0.844036697,0.155963303,38583475,40697.5
1884,3.5,Y,1,8,4,1,6/23/16 0:00,719900,4,1170,Very Good,Common Brick,Built Up,Hardwood,1,0,2400,8800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0.074775431,0.875697985,0.007040544,0.008497208,0.000971109,0.041757708,0.041757708,0.801408109,1999,0.873436718,0.126563282,99751561,38882.5
1885,3,Y,1,6,3,1,6/23/16 0:00,645000,6,1358,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,6315,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
1886,3,N,1,8,5,1,6/23/16 0:00,635000,2,2157,Good,Common Brick,Comp Shingle,Hardwood,1,1,8358,9500.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.148453608,0.790721649,0.00137457,0.014089347,0,0.065979381,0.038831615,0.836082474,1256,0.955414013,0.044585987,113767916,60025
1887,1.5,Y,1,5,3,1,6/23/16 0:00,320000,9,1596,Good,Vinyl Siding,Comp Shingle,Carpet,1,0,2853,7800.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3646,0.009325288,0.956939111,0.002742732,0.002468459,0,0.039769611,0.021119035,0.69775096,1598,0.846057572,0.153942428,55871889,27844.5
1888,3.5,Y,1,7,4,1,6/23/16 0:00,568000,3,1888,Good,Vinyl Siding,Comp Shingle,Wood Floor,1,1,2500,7600.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5
1889,2.5,Y,1,9,3,0,6/23/16 0:00,350000,2,1914,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,2850,7400.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,0.01236954,0.965983765,0.001159644,0.004252029,0,0.022033243,0.013915733,0.715114032,1203,0.906068163,0.093931837,56092745,32550
1890,2.5,Y,1,9,4,0,6/23/16 0:00,532265,3,2264,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,7031,7300.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679
1891,2,Y,1,6,2,1,6/24/16 0:00,976100,5,1736,Good,Common Brick,Built Up,Hardwood,1,1,1464,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,0.815099338,0.119735099,0.002913907,0.030198675,0.000529801,0.034701987,0.038940397,0.869668874,2008,0.929282869,0.070717131,302416019,101467.5
1892,4.5,Y,1,10,5,1,6/24/16 0:00,1520000,4,1878,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,2204,8300.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,0.703989121,0.222121487,0.00543971,0.029918404,0.000906618,0.039891206,0.042611061,0.879419764,1032,0.936046512,0.063953488,148237948,80862
1893,2,Y,1,5,2,0,6/24/16 0:00,775000,3,1336,Good,Common Brick,Neopren,Hardwood,1,1,1325,6900,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5
